Country,Year,Area Code (M49),Element Code,Item Code,Year Code,Value
USA,2013,840.0,529.6,3010.0,2013.0,191151638.8
USA,2014,840.0,529.6,3010.0,2014.0,192789906.8
USA,2015,840.0,529.6,3010.0,2015.0,194436431.0
USA,2016,840.0,529.6,3010.0,2016.0,196107691.8
USA,2017,840.0,529.6,3010.0,2017.0,197773756.4
USA,2018,840.0,529.6,3010.0,2018.0,199375948.6
USA,2019,840.0,529.6,3010.0,2019.0,200934648.6
USA,2020,840.0,529.6,3010.0,2020.0,202060770.2
USA,2021,840.0,529.6,3010.0,2021.0,202821215.6
USA,2022,840.0,529.6,3010.0,2022.0,203843560.2
USA,2023,840.0,529.6,3010.0,2023.0,205095676.6
