Country,Year,Area Code (M49)_x,Element Code_x,Year Code_x,Value_x,Area Code (M49)_y,Element Code_y,Item Code,Year Code_y,Value_y,Magnitude,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,Total Affected,Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Current_account_balance_pct_of_GDP,External_debt_stocks_pct_of_GNI,Foreign_direct_investment_net_inflows_pct_of_GDP
Bangladesh,2012.0,50.0,5413.884057971014,2012.0,865303.9617028986,50.0,529.6,3010.0,2012.0,93173451.0,1924.7,8.2,12.2,2012.2,6.4,9.2,68.8,60.8,1120570.0,1131630.8,0.0,0.0,73.19159161,1.93195276968292,20.1641903015642,1.18850391920184
Bangladesh,2013.0,50.0,5413.87725631769,2013.0,883164.1111552346,50.0,529.6,3010.0,2013.0,94127114.8,0.0,3.6666666666666665,22.333333333333332,2013.0,3.6666666666666665,22.666666666666668,16.666666666666668,151.0,510584.6666666667,510735.6666666667,6666.666666666667,8977.0,74.26372907,1.3723251518825,20.0259278722599,1.73532012481503
Bangladesh,2014.0,50.0,5413.87725631769,2014.0,910661.1555234656,50.0,529.6,3010.0,2014.0,95067027.4,0.0,6.75,12.25,2014.0,7.0,12.25,19.75,114.75,800312.5,801427.25,40000.0,53002.25,75.46845568,0.437159797644511,19.1269964203113,1.46870305074204
Bangladesh,2015.0,50.0,5414.246376811594,2015.0,929993.2464492754,50.0,529.6,3010.0,2015.0,95993448.8,0.975,5.625,18.25,2015.0,5.625,20.375,19.875,2638.0,506531.25,509169.25,10500.0,13896.5,75.55797677,1.32188871858147,18.6247057162,1.45078245529361
Bangladesh,2016.0,50.0,5414.2,2016.0,923435.317,50.0,529.6,3010.0,2016.0,96915085.0,11418.4525,4.5,14.0,2016.0,4.75,10.25,49.5,17.5,745963.75,775906.25,187500.0,245062.25,76.5112162,0.351171861174517,14.9717904789002,0.879528340272002
Bangladesh,2017.0,50.0,5414.184397163121,2017.0,964961.9089007092,50.0,529.6,3010.0,2017.0,97808409.0,22.5,6.333333333333333,14.0,2017.0,6.666666666666667,17.166666666666668,56.333333333333336,164.66666666666666,1909454.1666666667,1911168.8333333333,104666.66666666667,133945.83333333334,78.14100176,-2.03756600416726,16.8057450414319,0.616341784631384
Bangladesh,2018.0,50.0,5414.161971830986,2018.0,963697.4006338028,50.0,529.6,3010.0,2018.0,98682871.2,971.2475,4.0,13.75,2018.0,4.0,19.0,25.5,0.0,3500.0,3500.0,0.0,0.0,80.04959626,-2.20783912081882,17.0924802738604,0.753549134128693
Bangladesh,2019.0,50.0,5414.16961130742,2019.0,959211.3442756184,50.0,529.6,3010.0,2019.0,99578406.0,56.31666666666666,7.166666666666667,7.666666666666667,2019.0,7.5,13.5,43.333333333333336,772.0,1311572.5,1314011.1666666667,13464.166666666666,16520.333333333332,81.50030941,-0.839485005371136,17.0856511809436,0.543244141585066
Bangladesh,2020.0,50.0,5414.16961130742,2020.0,995958.0394699647,50.0,529.6,3010.0,2020.0,100474271.4,0.0,5.5,17.5,2020.0,7.0,25.0,141.5,0.0,4024135.5,4024135.5,1000000.0,1212038.0,82.50568385,0.318940441964321,18.8853836099419,0.407859894856918
Bangladesh,2021.0,50.0,5414.16961130742,2021.0,1018824.0698233215,50.0,529.6,3010.0,2021.0,101363468.8,75.0,6.0,26.0,2021.0,6.5,16.0,12.0,0.0,784372.0,784372.0,0.0,0.0,86.38165694,-3.78969259910935,20.8766117836117,0.414118154040596
Bangladesh,2022.0,50.0,5414.16961130742,2022.0,1030508.4858303887,50.0,529.6,3010.0,2022.0,102399800.8,47.5,7.5,20.5,2022.0,9.5,27.5,88.0,0.0,4100000.0,4100000.0,231250.0,247870.5,93.29460735,-3.13772027380244,20.281806187216,0.355308723397179
Bangladesh,2023.0,50.0,5407.272727272727,2023.0,1119368.7814015152,50.0,529.6,3010.0,2023.0,103576277.2,66.0,5.6,13.4,2023.0,6.8,18.6,29.4,3.6,650000.0,650003.6,50200.0,51680.6,97.13499264,1.00306769537462,22.3023475622467,0.316668220633918
Belgium,2002.0,56.0,5410.913934426229,2002.0,335621.86237704917,56.0,529.6,3010.0,2002.0,6206166.2,35.0,5.25,22.5,2002.0,5.25,23.75,1.25,0.0,600.0,600.0,1250.0,2180.0,57.34184015,4.49803373016796,19.4905310721105,7.01242443993657
Belgium,2003.0,56.0,5410.909465020576,2003.0,336015.0973662551,56.0,529.6,3010.0,2003.0,6234310.4,0.0,4.5,1.0,2003.0,4.5,11.5,587.5,0.0,0.0,0.0,0.0,0.0,58.64355298,3.39723910068488,19.4905310721105,10.8648744877519
Belgium,2005.0,56.0,5410.913934426229,2005.0,327410.3360655738,56.0,529.6,3010.0,2005.0,6300931.6,0.0,10.666666666666666,20.666666666666668,2005.0,10.666666666666666,22.333333333333332,0.6666666666666666,0.0,70.0,70.0,0.0,0.0,62.25647853,1.99655304871952,19.4905310721105,8.72717720186463
Belgium,2006.0,56.0,5410.913934426229,2006.0,318711.8543852459,56.0,529.6,3010.0,2006.0,6343290.4,0.0,6.0,0.0,2006.0,7.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,64.26483222,1.85028932301471,19.4905310721105,14.4078713936676
Belgium,2007.0,56.0,5410.913934426229,2007.0,326003.3924180328,56.0,529.6,3010.0,2007.0,6389764.2,130.0,1.0,18.0,2007.0,1.0,18.0,2.0,2.0,0.0,2.0,450000.0,680806.0,66.09810297,1.49569237465597,19.4905310721105,20.5026740062328
Belgium,2008.0,56.0,5410.913934426229,2008.0,318532.1667213115,56.0,529.6,3010.0,2008.0,6439717.6,0.0,2.0,29.0,2008.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.63567228,-0.831236474764241,19.4905310721105,36.8029204549977
Belgium,2009.0,56.0,5410.967346938775,2009.0,323416.24669387756,56.0,529.6,3010.0,2009.0,6497232.0,-20.0,1.0,0.0,2009.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.39164268,1.80970941708578,19.4905310721105,15.948905674901
Belgium,2010.0,56.0,5410.967346938775,2010.0,334323.03971428575,56.0,529.6,3010.0,2010.0,6562398.2,0.0,8.333333333333334,20.666666666666668,2010.0,8.333333333333334,22.333333333333332,1.6666666666666667,0.0,230.0,230.0,132715.33333333334,190921.0,69.51329329,1.52379368667185,19.4905310721105,26.0596407490289
Belgium,2011.0,56.0,5411.369918699187,2011.0,337086.42520325206,56.0,529.6,3010.0,2011.0,6618069.0,0.0,8.0,18.0,2011.0,8.0,18.0,5.0,71.0,0.0,71.0,99000.0,138060.0,71.70772361,-1.9288774755617,19.4905310721105,31.03668843113
Belgium,2012.0,56.0,5410.967346938775,2012.0,330350.8575918367,56.0,529.6,3010.0,2012.0,6659717.2,0.0,2.0,0.0,2012.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,73.19159161,-0.0829864949097406,19.4905310721105,2.36956900950956
Belgium,2013.0,56.0,5410.967346938775,2013.0,337905.9535510204,56.0,529.6,3010.0,2013.0,6694412.8,0.0,12.0,15.0,2013.0,12.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,74.26372907,0.969084734716925,19.4905310721105,-5.65561784857252
Belgium,2014.0,56.0,5412.558232931727,2014.0,337021.12755020085,56.0,529.6,3010.0,2014.0,6727879.6,0.0,6.0,8.0,2014.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,75.46845568,0.751219410488651,19.4905310721105,-2.82643623555084
Belgium,2015.0,56.0,5412.165322580645,2015.0,335127.8517741935,56.0,529.6,3010.0,2015.0,6767721.8,0.0,6.0,30.0,2015.0,7.0,5.0,410.0,0.0,0.0,0.0,0.0,0.0,75.55797677,1.38017908454948,19.4905310721105,-4.23261410354123
Belgium,2016.0,56.0,5412.165322580645,2016.0,321951.6310887097,56.0,529.6,3010.0,2016.0,6804756.0,0.0,6.0,12.5,2016.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,76.5112162,0.558076934849912,19.4905310721105,12.1319420227113
Belgium,2018.0,56.0,5414.852,2018.0,311215.33139999997,56.0,529.6,3010.0,2018.0,6871146.0,65.0,4.0,8.5,2018.0,4.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,80.04959626,-0.874098516086553,19.4905310721105,-7.66649538713467
Belgium,2019.0,56.0,5413.164658634538,2019.0,313627.5792369478,56.0,529.6,3010.0,2019.0,6908804.0,36.86666666666667,7.0,21.0,2019.0,7.333333333333333,19.0,238.66666666666666,0.0,0.0,0.0,0.0,0.0,81.50030941,0.123098549898876,19.4905310721105,-1.97252997818916
Belgium,2020.0,56.0,5411.890688259109,2020.0,317391.0249392712,56.0,529.6,3010.0,2020.0,6940037.0,0.0,5.0,7.0,2020.0,5.0,8.5,843.5,0.0,0.0,0.0,0.0,0.0,82.50568385,0.874586400402744,19.4905310721105,-5.74235227142936
Belgium,2021.0,56.0,5415.577868852459,2021.0,324016.48946721316,56.0,529.6,3010.0,2021.0,6962168.6,0.0,8.0,19.666666666666668,2021.0,8.0,20.666666666666668,13.0,0.0,650.0,33983.333333333336,666666.6666666666,771768.6666666666,86.38165694000001,1.86547183949262,19.4905310721105,5.90579710551218
Belgium,2022.0,56.0,5413.510040160642,2022.0,305160.33220883535,56.0,529.6,3010.0,2022.0,6998995.2,20.0,3.5,24.0,2022.0,5.5,11.0,218.0,0.0,0.0,0.0,0.0,0.0,93.29460735,-1.18441103993682,19.4905310721105,2.00046456440556
Belgium,2023.0,56.0,5400.305555555556,2023.0,295098.3046296296,56.0,529.6,3010.0,2023.0,7034868.6,16.666666666666668,9.666666666666666,2.6666666666666665,2023.0,10.0,4.333333333333333,108.66666666666667,0.0,1000.0,1000.0,0.0,0.0,97.13499264,-0.698532214136678,19.4905310721105,-0.430636340673633
Canada,2000.0,124.0,5410.921052631579,2000.0,894542.2070300751,124.0,529.6,3010.0,2000.0,18503875.8,300.0,7.0,14.0,2000.0,7.0,14.0,11.0,140.0,0.0,840.0,13000.0,23682.0,54.89515197,2.48322832733607,19.4905310721105,9.17102428671511
Canada,2001.0,124.0,5410.924528301887,2001.0,867400.7472075472,124.0,529.6,3010.0,2001.0,18690377.0,40.0,3.6666666666666665,12.666666666666666,2001.0,3.6666666666666665,12.666666666666666,4.0,0.0,533.0,543.0,0.0,0.0,56.44657635000001,2.13236979231819,19.4905310721105,3.84192129292478
Canada,2002.0,124.0,5410.932584269663,2002.0,833099.1505243445,124.0,529.6,3010.0,2002.0,18878408.8,2733.3333333333335,7.333333333333333,3.0,2002.0,7.666666666666667,8.0,0.6666666666666666,0.0,246.33333333333334,246.33333333333334,0.0,0.0,57.34184015,1.64503032397306,19.4905310721105,3.21914767807145
Canada,2003.0,124.0,5410.928571428572,2003.0,915153.0003007519,124.0,529.6,3010.0,2003.0,19060154.0,2737.5714285714284,7.0,16.285714285714285,2003.0,7.285714285714286,16.571428571428573,1.0,0.0,381.42857142857144,381.42857142857144,98571.42857142857,168085.57142857142,58.64355298,1.16498813828327,19.4905310721105,0.782967555453216
Canada,2004.0,124.0,5410.928571428572,2004.0,953655.0179699248,124.0,529.6,3010.0,2004.0,19242954.4,30.0,3.25,15.0,2004.0,3.5,11.5,0.0,0.0,250.0,250.0,75000.0,124556.5,60.21357973,2.26315076447856,19.4905310721105,0.141465896048034
Canada,2005.0,124.0,5410.928571428572,2005.0,958506.9970300752,124.0,529.6,3010.0,2005.0,19433665.2,18257.0,7.8,12.0,2005.0,8.0,11.8,0.8,0.0,1180.0,1180.0,71400.0,114686.8,62.25647853,1.86965618692433,19.4905310721105,2.17816380917594
Canada,2006.0,124.0,5410.928571428572,2006.0,939442.239924812,124.0,529.6,3010.0,2006.0,19632765.0,14848.0,4.4,19.6,2006.0,4.8,21.0,0.2,0.0,780.0,780.0,0.0,0.0,64.26483222,1.36365624553912,19.4905310721105,4.87410128955105
Canada,2007.0,124.0,5410.928571428572,2007.0,925209.5296992481,124.0,529.6,3010.0,2007.0,19840854.8,68333.33333333333,6.666666666666667,14.333333333333334,2007.0,6.666666666666667,17.333333333333332,2.0,0.0,166.66666666666666,166.66666666666666,0.0,0.0,66.09810297,0.752359497275173,19.4905310721105,8.20055904886214
Canada,2008.0,124.0,5410.920454545455,2008.0,979399.4098484848,124.0,529.6,3010.0,2008.0,20060543.6,13040.0,4.0,18.0,2008.0,4.5,12.5,0.0,0.0,1200.0,1200.0,0.0,0.0,68.63567228,0.204634001322009,19.4905310721105,4.5151371416977
Canada,2009.0,124.0,5410.920454545455,2009.0,951099.8305681818,124.0,529.6,3010.0,2009.0,20288514.2,6830.0,6.666666666666667,8.333333333333334,2009.0,6.666666666666667,11.666666666666666,0.6666666666666666,1.0,66.66666666666667,67.66666666666667,166666.66666666666,243694.33333333334,68.39164268,-2.96628242314574,19.4905310721105,1.52413118076926
Canada,2011.0,124.0,5410.920454545455,2011.0,947218.8896969697,124.0,529.6,3010.0,2011.0,20729905.4,43.333333333333336,5.666666666666667,15.333333333333334,2011.0,6.0,25.333333333333332,2.3333333333333335,0.0,666.6666666666666,3000.0,766666.6666666666,1069155.0,71.70772361,-2.77400602599856,19.4905310721105,2.13783310760835
Canada,2012.0,124.0,5410.924528301887,2012.0,979017.8611320754,124.0,529.6,3010.0,2012.0,20949147.4,181351.0,7.666666666666667,20.333333333333332,2012.0,7.666666666666667,23.0,0.0,0.0,500.0,500.0,361333.3333333333,493681.3333333333,73.19159161,-3.53224767688727,19.4905310721105,2.70016900895675
Canada,2013.0,124.0,5410.924528301887,2013.0,1054672.6614716982,124.0,529.6,3010.0,2013.0,21168472.2,102642.0,8.333333333333334,16.333333333333332,2013.0,8.333333333333334,19.333333333333332,4.666666666666667,0.0,33333.333333333336,33333.333333333336,2436666.6666666665,3281099.0,74.26372907,-3.14687545091254,19.4905310721105,3.62980398357006
Canada,2014.0,124.0,5410.924528301887,2014.0,975577.2254716981,124.0,529.6,3010.0,2014.0,21374651.0,-24.0,4.5,2.5,2014.0,4.5,6.5,0.0,2.0,3450.0,3452.0,64500.0,85466.0,75.46845568,-2.31892137730875,19.4905310721105,3.55390337011002
Canada,2015.0,124.0,5410.920454545455,2015.0,1006747.4232575758,124.0,529.6,3010.0,2015.0,21574835.4,0.0,7.0,1.0,2015.0,7.0,10.0,0.0,0.0,13000.0,13036.0,0.0,0.0,75.55797677,-3.51398716666025,19.4905310721105,3.85389453706153
Canada,2016.0,124.0,5410.924528301887,2016.0,1047182.0343018867,124.0,529.6,3010.0,2016.0,21799301.8,91049.755,5.5,7.5,2016.0,6.5,12.5,0.0,0.0,44150.0,44150.0,2000000.0,2613996.0,76.5112162,-3.093111446907,19.4905310721105,2.23835012140903
Canada,2017.0,124.0,5410.901140684411,2017.0,1070843.33486692,124.0,529.6,3010.0,2017.0,22048238.6,26549.733333333334,6.666666666666667,13.333333333333334,2017.0,7.333333333333333,21.333333333333332,0.6666666666666666,0.0,20851.333333333332,20851.333333333332,66666.66666666667,85316.0,78.14100176,-2.8034274767599,19.4905310721105,1.53752071953934
Canada,2018.0,124.0,5410.901140684411,2018.0,1080315.939391635,124.0,529.6,3010.0,2018.0,22308755.0,19739.14,6.75,15.0,2018.0,7.25,10.0,17.5,7.5,1975.0,1982.5,81250.0,101499.5,80.04959626,-2.38507161087906,19.4905310721105,2.46931207254863
Canada,2019.0,124.0,5410.9060150375935,2019.0,1078153.8198872178,124.0,529.6,3010.0,2019.0,22569136.2,50.0,7.0,29.0,2019.0,8.0,3.5,1.0,0.0,9750.0,9750.0,537500.0,659506.5,81.50030941,-1.9517027481858,19.4905310721105,2.80676687017653
Canada,2020.0,124.0,5411.277153558052,2020.0,1105151.7023220973,124.0,529.6,3010.0,2020.0,22789401.8,0.0,5.0,19.5,2020.0,5.0,22.0,0.5,0.0,36468.0,36468.0,1250000.0,1515047.0,82.50568385,-2.01049352658992,19.4905310721105,1.75897085668576
Canada,2021.0,124.0,5411.277153558052,2021.0,999469.2386516854,124.0,529.6,3010.0,2021.0,22966455.0,12.4,7.25,22.5,2021.0,7.75,10.0,205.5,0.5,3887.5,3888.0,526478.0,609478.75,86.38165694,-0.0219632282728957,19.4905310721105,2.97618288160973
Canada,2022.0,124.0,5411.277153558052,2022.0,1089181.3282397003,124.0,529.6,3010.0,2022.0,23176949.0,0.0,6.5,22.833333333333332,2022.0,6.5,26.166666666666668,2.8333333333333335,0.0,1000.0,1000.0,35833.333333333336,38408.666666666664,93.29460735000002,-0.288416485092606,19.4905310721105,2.29317324184365
Canada,2023.0,124.0,5400.6265560165975,2023.0,1129799.5488381742,124.0,529.6,3010.0,2023.0,23431022.0,-12.5,4.5,14.5,2023.0,5.25,7.75,2.5,0.0,7862.5,7862.5,91250.0,93941.5,97.13499264,-0.633319898544559,19.4905310721105,1.93601776565032
China,2000.0,159.0,5411.073359073359,2000.0,10157297.149034748,159.0,529.6,3010.0,2000.0,782048574.6,10070.907142857144,5.964285714285714,11.035714285714286,2000.0,5.25,11.857142857142858,23.678571428571427,141.03571428571428,892403.5714285715,906870.4642857143,53078.03571428572,96689.78571428571,54.89515196999999,1.67667411710879,12.1927786705436,3.43984725315719
China,2001.0,159.0,5411.073359073359,2001.0,10236508.078957528,159.0,529.6,3010.0,2001.0,787372937.0,8145.936363636364,6.333333333333333,15.363636363636363,2001.0,6.2727272727272725,14.909090909090908,27.939393939393938,2759.7272727272725,1194701.4545454546,1223346.4848484849,134818.18181818182,238842.0606060606,56.44657635,1.28417196444636,13.9608819417593,3.47245235578959
China,2002.0,159.0,5411.075144508671,2002.0,10481775.220924854,159.0,529.6,3010.0,2002.0,792284125.2,24850.10357142857,7.285714285714286,10.285714285714286,2002.0,7.392857142857143,11.821428571428571,51.642857142857146,1410.75,10187428.714285715,10188923.32142857,219885.7142857143,383464.71428571426,57.34184015,2.37759984341841,12.741423667485,3.56241418263928
China,2003.0,159.0,5411.075144508671,2003.0,10775845.8716763,159.0,529.6,3010.0,2003.0,796982357.2,101480.47037037037,7.222222222222222,14.0,2003.0,7.148148148148148,14.592592592592593,40.44444444444444,5870.222222222223,8058816.777777778,8131571.666666667,606241.1481481482,1033772.8148148148,58.64355298,2.55665409110255,12.5559216134546,3.43849537731211
China,2004.0,159.0,5411.075144508671,2004.0,11166494.194450866,159.0,529.6,3010.0,2004.0,801635224.6,23616.850000000002,6.583333333333333,13.375,2004.0,6.583333333333333,15.166666666666666,33.625,984.2916666666666,2176743.3333333335,2206232.7916666665,180311.66666666666,299453.5416666667,60.21357973,3.47450259619584,12.6836881505815,3.43299015092913
China,2005.0,159.0,5411.05,2005.0,11504926.504365385,159.0,529.6,3010.0,2005.0,806409724.6,27144.593548387096,6.967741935483871,15.03225806451613,2005.0,6.645161290322581,14.161290322580646,34.12903225806452,366.5806451612903,2698416.4516129033,2707847.5483870967,381379.8387096774,612594.7096774194,62.25647853,5.71199843031159,12.593639357984,4.49218509012467
China,2006.0,159.0,5411.05,2006.0,11764612.125096153,159.0,529.6,3010.0,2006.0,811221056.2,23059.367567567566,6.351351351351352,15.162162162162161,2006.0,6.594594594594595,15.702702702702704,57.0,192.78378378378378,2381112.027027027,2398363.189189189,336856.5135135135,524169.2702702703,64.26483222,8.30532573537484,11.8828661329439,4.44499743873597
China,2007.0,159.0,5411.074856046065,2007.0,11874021.98706334,159.0,529.6,3010.0,2007.0,815932798.2,73735.89444444445,7.333333333333333,14.833333333333334,2007.0,7.611111111111111,11.055555555555555,63.388888888888886,267.8333333333333,6668977.777777778,6672154.222222222,443261.0,670610.7222222222,66.09810297,9.79958953536148,10.6157965345491,4.3353750023692
China,2008.0,159.0,5411.074856046065,2008.0,12316715.342264874,159.0,529.6,3010.0,2008.0,820745234.0,19061.280000000002,6.9,15.166666666666666,2008.0333333333333,6.733333333333333,14.1,2948.3333333333335,12290.633333333333,4537500.0,4563603.466666667,3707766.6666666665,5402098.533333333,68.63567227999998,9.01086996317632,8.35888541397525,3.67520717506327
China,2009.0,159.0,5411.074856046065,2009.0,12577003.130902112,159.0,529.6,3010.0,2009.0,825839156.8,34912.3,7.423076923076923,10.0,2009.0384615384614,7.423076923076923,10.0,22.384615384615383,36.65384615384615,4946282.615384615,4952413.5,347367.3846153846,507909.1538461539,68.39164268,4.68740638141982,8.92364851883977,2.52538984334254
China,2010.0,159.0,5411.453154875717,2010.0,12957971.96414914,159.0,529.6,3010.0,2010.0,831063933.6,4.8839999999999995,6.84,15.44,2010.04,6.8,15.64,287.12,547.16,7211460.0,7226272.16,907017.44,1304811.52,69.51329329,3.8402567341525,12.2541297504158,3.93541996731513
China,2011.0,159.0,5411.453154875717,2011.0,13040889.765181646,159.0,529.6,3010.0,2011.0,836153042.8,149465.47,6.2,8.75,2011.0,6.3,12.65,37.3,52.85,6198170.05,6213644.15,602405.75,840084.85,71.70772361,1.77399724587567,14.0915092088721,3.65069190228425
China,2012.0,159.0,5411.454198473282,2012.0,13389706.077805344,159.0,529.6,3010.0,2012.0,841488422.2,101489.90714285713,6.857142857142857,14.821428571428571,2012.0,6.964285714285714,14.785714285714286,28.642857142857142,1377.392857142857,1588410.7142857143,1591524.4642857143,705519.0357142857,963934.6071428572,73.19159161,2.48328422404794,13.4881901596403,2.78099138181613
China,2013.0,159.0,5411.454198473282,2013.0,13596614.75854962,159.0,529.6,3010.0,2013.0,846886693.6,13922.614651162792,6.558139534883721,15.813953488372093,2013.0,6.813953488372093,16.0,32.44186046511628,378.3720930232558,636758.4883720931,640684.3023255814,824393.023255814,1110088.3023255814,74.26372907,1.52111320885029,15.5960421325697,2.98598708261986
China,2014.0,159.0,5411.454198473282,2014.0,13768297.196145037,159.0,529.6,3010.0,2014.0,852003313.8,10816.957073170732,6.7560975609756095,12.804878048780488,2014.0,6.878048780487805,15.097560975609756,38.41463414634146,100.39024390243902,1571164.0975609757,1583233.512195122,708706.6585365854,939076.6585365854,75.46845568,2.21130586371267,16.9548419226657,2.51155883670463
China,2015.0,159.0,5411.454198473282,2015.0,13914392.816450382,159.0,529.6,3010.0,2015.0,856732996.6,11.133333333333333,6.305555555555555,13.36111111111111,2015.0,6.527777777777778,13.805555555555555,13.916666666666666,18.583333333333332,102718.88888888889,105159.97222222222,513126.1111111111,679115.7777777778,75.55797677,2.59752794949746,12.1154906525366,2.14957284731564
China,2016.0,159.0,5411.266666666666,2016.0,13814026.265561905,159.0,529.6,3010.0,2016.0,861266854.2,39435.39212121212,6.666666666666667,14.878787878787879,2016.0,6.757575757575758,17.545454545454547,39.0,57.63636363636363,2185278.787878788,2187927.9393939395,1361141.2121212122,1779008.8181818181,76.5112162,1.67018709565352,12.6494291599102,1.52539470315395
China,2017.0,159.0,5411.266666666666,2017.0,13956977.3092,159.0,529.6,3010.0,2017.0,865857909.0,9448.917000000003,6.466666666666667,15.033333333333333,2017.0,6.633333333333334,14.933333333333334,17.133333333333333,32.6,493606.6666666667,496346.43333333335,549496.6666666666,703211.6666666666,78.14100175999998,1.50488723669316,13.9154855194928,1.32468971748483
China,2018.0,159.0,5411.266666666666,2018.0,13938949.321961904,159.0,529.6,3010.0,2018.0,869679555.0,4982.736363636364,6.363636363636363,14.636363636363637,2018.0,6.545454545454546,16.59090909090909,16.09090909090909,1.0909090909090908,378822.7272727273,379005.63636363635,696553.2727272727,870152.2272727273,80.04959626,0.170563391928727,14.1794107921144,1.66361992284408
China,2019.0,159.0,5411.07824427481,2019.0,13064728.916927481,159.0,529.6,3010.0,2019.0,872531139.8,11.924999999999999,7.0,12.5,2019.0,7.125,11.125,35.6875,30.125,333668.5,333725.0625,1165375.0,1429902.5625,81.50030941,0.706790487310523,14.8466857677962,1.28549226847992
China,2020.0,159.0,5411.07824427481,2020.0,13361442.932328245,159.0,529.6,3010.0,2020.0,874490281.2,11.258333333333333,6.75,14.833333333333334,2020.0,7.0,16.583333333333332,38.583333333333336,2.0,1243829.5833333333,1243831.5833333333,1924333.3333333333,2332364.5833333335,82.50568385,1.65930095801393,15.9657544053211,1.68770756292082
China,2021.0,159.0,5411.07824427481,2021.0,14562947.312786259,159.0,529.6,3010.0,2021.0,875392489.4,11.98235294117647,6.529411764705882,14.470588235294118,2021.0,7.411764705882353,16.11764705882353,26.764705882352942,26.529411764705884,1052095.705882353,1052292.5882352942,1503323.5294117648,1740327.2352941176,86.38165694,1.93875176197337,15.3950356395985,1.8903454142588
China,2022.0,159.0,5411.265774378585,2022.0,14922296.40126195,159.0,529.6,3010.0,2022.0,875525478.8,14.525,5.0,7.583333333333333,2022.0,5.916666666666667,8.75,23.583333333333332,40.583333333333336,525747.5,525788.0833333334,1333333.3333333333,1429164.4166666667,93.29460735000002,2.42059259149418,13.8085068654993,1.03841365474349
China,2023.0,159.0,5404.184426229508,2023.0,16030614.440963114,159.0,529.6,3010.0,2023.0,875025660.0,11.858823529411765,6.9411764705882355,8.647058823529411,2023.0,7.647058823529412,11.294117647058824,22.705882352941178,63.23529411764706,167600.11764705883,168509.11764705883,1738235.294117647,1789504.7647058824,97.13499264,1.4415829879426,13.7159179498305,0.280991103634816
Croatia,2000.0,191.0,5409.3344947735195,2000.0,51736.18425087108,191.0,529.6,3010.0,2000.0,2616056.4,119.0,7.0,0.0,2000.0,7.0,0.0,20.5,100.0,0.0,100.0,128875.0,234765.5,54.89515197,-1.52722841882587,19.4905310721105,4.58593627511279
Croatia,2001.0,191.0,5409.3344947735195,2001.0,56522.98463414634,191.0,529.6,3010.0,2001.0,2602045.6,100.0,9.0,6.0,2001.0,9.0,6.0,0.0,0.0,1200.0,1200.0,0.0,0.0,56.44657635,-2.23834054152959,19.4905310721105,4.4945739209067
Croatia,2003.0,191.0,5409.34375,2003.0,51176.35423611111,191.0,529.6,3010.0,2003.0,2600463.6,2.0,5.333333333333333,6.0,2003.0,6.333333333333333,14.666666666666666,262.6666666666667,0.0,0.0,0.0,116666.66666666667,198942.0,58.64355298,-9.1066358196642,19.4905310721105,5.23880665324196
Croatia,2005.0,191.0,5409.3344947735195,2005.0,67814.32867595818,191.0,529.6,3010.0,2005.0,2601189.6,-6.666666666666667,7.333333333333333,16.333333333333332,2005.0,7.333333333333333,19.0,2.3333333333333335,0.0,83.33333333333333,83.33333333333333,0.0,0.0,62.25647853,-7.53586560507973,19.4905310721105,4.03155518239355
Croatia,2006.0,191.0,5409.34375,2006.0,70005.7310763889,191.0,529.6,3010.0,2006.0,2600459.8,0.0,4.0,4.0,2006.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,64.26483222,-7.88339836164573,19.4905310721105,6.74853509660753
Croatia,2007.0,191.0,5409.34375,2007.0,69873.05361111111,191.0,529.6,3010.0,2007.0,2598834.8,0.0,8.0,17.0,2007.0,8.0,17.5,6.0,13.0,0.0,13.0,0.0,0.0,66.09810297,-8.01470793790892,19.4905310721105,7.8346433188692
Croatia,2010.0,191.0,5411.402027027027,2010.0,70693.12300675675,191.0,529.6,3010.0,2010.0,2586088.6,0.0,8.5,15.5,2010.0,9.0,12.5,0.0,0.0,2605.0,2605.0,40000.0,57543.0,69.51329329,-2.51814375609402,19.4905310721105,2.61954028140033
Croatia,2012.0,191.0,5411.4,2012.0,70142.2932881356,191.0,529.6,3010.0,2012.0,2562999.8,0.0,8.333333333333334,4.0,2012.0,8.333333333333334,13.333333333333334,2.3333333333333335,0.0,500.0,500.0,0.0,0.0,73.19159161,-0.36132279399116,19.4905310721105,2.54569948440014
Croatia,2014.0,191.0,5411.061433447099,2014.0,70246.7609556314,191.0,529.6,3010.0,2014.0,2539298.0,0.0,7.0,11.5,2014.0,7.0,17.5,1.5,0.0,4808.0,4808.0,0.0,0.0,75.46845568,0.393612117446996,19.4905310721105,5.34746591045471
