Country,Year,Area Code (M49),Element Code,Year Code,Value
Australia,2002,36.0,5413.025936599423,2002.0,1349901.2109510086
Australia,2003,36.0,5413.025936599423,2003.0,1252707.7760518733
Australia,2004,36.0,5413.025936599423,2004.0,1297705.1569164265
Australia,2005,36.0,5413.025936599423,2005.0,1305955.371239193
Australia,2006,36.0,5413.025936599423,2006.0,1309464.3127377522
Australia,2007,36.0,5413.025936599423,2007.0,1240512.328962536
Australia,2008,36.0,5413.025936599423,2008.0,1204093.3495389048
Australia,2009,36.0,5413.025936599423,2009.0,1214192.066224784
Australia,2010,36.0,5412.7558139534885,2010.0,1148145.7780523256
Australia,2011,36.0,5412.7558139534885,2011.0,1142025.9866860465
Australia,2012,36.0,5412.7558139534885,2012.0,1191813.6707267442
Australia,2013,36.0,5412.7558139534885,2013.0,1261349.869360465
Australia,2014,36.0,5412.745664739884,2014.0,1289121.0918208093
Australia,2015,36.0,5412.745664739884,2015.0,1278158.922803468
Australia,2016,36.0,5412.745664739884,2016.0,1241095.7544219652
Australia,2017,36.0,5412.745664739884,2017.0,1283194.76283237
Australia,2018,36.0,5412.745664739884,2018.0,1261713.7081791908
Australia,2019,36.0,5412.463768115942,2019.0,1193462.511768116
Australia,2020,36.0,5412.463768115942,2020.0,1089348.1127536232
Australia,2021,36.0,5412.463768115942,2021.0,1207998.1878550726
Australia,2022,36.0,5412.444444444444,2022.0,1229300.0902849003
Australia,2023,36.0,5403.615615615616,2023.0,1417926.0045045046
Bangladesh,2000,50.0,5412.485074626866,2000.0,808786.973358209
Bangladesh,2001,50.0,5412.485074626866,2001.0,778190.1298507462
Bangladesh,2002,50.0,5412.485074626866,2002.0,756611.314216418
Bangladesh,2003,50.0,5412.485074626866,2003.0,739471.2986940299
Bangladesh,2004,50.0,5412.485074626866,2004.0,715412.2706716418
Bangladesh,2005,50.0,5412.483271375465,2005.0,732400.5311152417
Bangladesh,2006,50.0,5412.483271375465,2006.0,736712.1331226766
Bangladesh,2007,50.0,5412.483271375465,2007.0,761313.6092565056
Bangladesh,2008,50.0,5412.481481481482,2008.0,795096.3239999999
Bangladesh,2009,50.0,5412.481481481482,2009.0,800401.5003703703
Bangladesh,2010,50.0,5413.905109489051,2010.0,823504.8046350365
Bangladesh,2011,50.0,5413.905109489051,2011.0,849344.0933576642
Bangladesh,2012,50.0,5413.884057971014,2012.0,865303.9617028986
Bangladesh,2013,50.0,5413.87725631769,2013.0,883164.1111552346
Bangladesh,2014,50.0,5413.87725631769,2014.0,910661.1555234656
Bangladesh,2015,50.0,5414.246376811594,2015.0,929993.2464492754
Bangladesh,2016,50.0,5414.2,2016.0,923435.317
Bangladesh,2017,50.0,5414.184397163121,2017.0,964961.9089007092
Bangladesh,2018,50.0,5414.161971830986,2018.0,963697.4006338028
Bangladesh,2019,50.0,5414.16961130742,2019.0,959211.3442756184
Bangladesh,2020,50.0,5414.16961130742,2020.0,995958.0394699647
Bangladesh,2021,50.0,5414.16961130742,2021.0,1018824.0698233215
Bangladesh,2022,50.0,5414.16961130742,2022.0,1030508.4858303887
Bangladesh,2023,50.0,5407.272727272727,2023.0,1119368.7814015152
Belgium,2000,56.0,5410.913934426229,2000.0,339342.7710655738
Belgium,2001,56.0,5410.913934426229,2001.0,332629.131352459
Belgium,2002,56.0,5410.913934426229,2002.0,335621.86237704917
Belgium,2003,56.0,5410.909465020576,2003.0,336015.0973662551
Belgium,2004,56.0,5410.909465020576,2004.0,338826.8113168725
Belgium,2005,56.0,5410.913934426229,2005.0,327410.3360655738
Belgium,2006,56.0,5410.913934426229,2006.0,318711.8543852459
Belgium,2007,56.0,5410.913934426229,2007.0,326003.3924180328
Belgium,2008,56.0,5410.913934426229,2008.0,318532.1667213115
Belgium,2009,56.0,5410.967346938775,2009.0,323416.24669387756
Belgium,2010,56.0,5410.967346938775,2010.0,334323.03971428575
Belgium,2011,56.0,5411.369918699187,2011.0,337086.42520325206
Belgium,2012,56.0,5410.967346938775,2012.0,330350.8575918367
Belgium,2013,56.0,5410.967346938775,2013.0,337905.9535510204
Belgium,2014,56.0,5412.558232931727,2014.0,337021.12755020085
Belgium,2015,56.0,5412.165322580645,2015.0,335127.8517741935
Belgium,2016,56.0,5412.165322580645,2016.0,321951.6310887097
Belgium,2017,56.0,5412.165322580645,2017.0,334177.0566532258
Belgium,2018,56.0,5414.852,2018.0,311215.33139999997
Belgium,2019,56.0,5413.164658634538,2019.0,313627.5792369478
Belgium,2020,56.0,5411.890688259109,2020.0,317391.0249392712
Belgium,2021,56.0,5415.577868852459,2021.0,324016.48946721316
Belgium,2022,56.0,5413.510040160642,2022.0,305160.33220883535
Belgium,2023,56.0,5400.305555555556,2023.0,295098.3046296296
Canada,2000,124.0,5410.921052631579,2000.0,894542.2070300751
Canada,2001,124.0,5410.924528301887,2001.0,867400.7472075472
Canada,2002,124.0,5410.932584269663,2002.0,833099.1505243445
Canada,2003,124.0,5410.928571428572,2003.0,915153.0003007519
Canada,2004,124.0,5410.928571428572,2004.0,953655.0179699248
Canada,2005,124.0,5410.928571428572,2005.0,958506.9970300752
Canada,2006,124.0,5410.928571428572,2006.0,939442.239924812
Canada,2007,124.0,5410.928571428572,2007.0,925209.5296992481
Canada,2008,124.0,5410.920454545455,2008.0,979399.4098484848
Canada,2009,124.0,5410.920454545455,2009.0,951099.8305681818
Canada,2010,124.0,5410.920454545455,2010.0,929488.9714772727
Canada,2011,124.0,5410.920454545455,2011.0,947218.8896969697
Canada,2012,124.0,5410.924528301887,2012.0,979017.8611320754
Canada,2013,124.0,5410.924528301887,2013.0,1054672.6614716982
Canada,2014,124.0,5410.924528301887,2014.0,975577.2254716981
Canada,2015,124.0,5410.920454545455,2015.0,1006747.4232575758
Canada,2016,124.0,5410.924528301887,2016.0,1047182.0343018867
Canada,2017,124.0,5410.901140684411,2017.0,1070843.33486692
Canada,2018,124.0,5410.901140684411,2018.0,1080315.939391635
Canada,2019,124.0,5410.9060150375935,2019.0,1078153.8198872178
Canada,2020,124.0,5411.277153558052,2020.0,1105151.7023220973
Canada,2021,124.0,5411.277153558052,2021.0,999469.2386516854
Canada,2022,124.0,5411.277153558052,2022.0,1089181.3282397003
Canada,2023,124.0,5400.6265560165975,2023.0,1129799.5488381742
China,2000,159.0,5411.073359073359,2000.0,10157297.149034748
China,2001,159.0,5411.073359073359,2001.0,10236508.078957528
China,2002,159.0,5411.075144508671,2002.0,10481775.220924854
China,2003,159.0,5411.075144508671,2003.0,10775845.8716763
China,2004,159.0,5411.075144508671,2004.0,11166494.194450866
China,2005,159.0,5411.05,2005.0,11504926.504365385
China,2006,159.0,5411.05,2006.0,11764612.125096153
China,2007,159.0,5411.074856046065,2007.0,11874021.98706334
China,2008,159.0,5411.074856046065,2008.0,12316715.342264874
China,2009,159.0,5411.074856046065,2009.0,12577003.130902112
China,2010,159.0,5411.453154875717,2010.0,12957971.96414914
China,2011,159.0,5411.453154875717,2011.0,13040889.765181646
China,2012,159.0,5411.454198473282,2012.0,13389706.077805344
China,2013,159.0,5411.454198473282,2013.0,13596614.75854962
China,2014,159.0,5411.454198473282,2014.0,13768297.196145037
China,2015,159.0,5411.454198473282,2015.0,13914392.816450382
China,2016,159.0,5411.266666666666,2016.0,13814026.265561905
China,2017,159.0,5411.266666666666,2017.0,13956977.3092
China,2018,159.0,5411.266666666666,2018.0,13938949.321961904
China,2019,159.0,5411.07824427481,2019.0,13064728.916927481
China,2020,159.0,5411.07824427481,2020.0,13361442.932328245
China,2021,159.0,5411.07824427481,2021.0,14562947.312786259
China,2022,159.0,5411.265774378585,2022.0,14922296.40126195
China,2023,159.0,5404.184426229508,2023.0,16030614.440963114
Croatia,2000,191.0,5409.3344947735195,2000.0,51736.18425087108
Croatia,2001,191.0,5409.3344947735195,2001.0,56522.98463414634
Croatia,2002,191.0,5409.3344947735195,2002.0,59607.592961672475
Croatia,2003,191.0,5409.34375,2003.0,51176.35423611111
Croatia,2004,191.0,5409.34375,2004.0,61574.61111111111
Croatia,2005,191.0,5409.3344947735195,2005.0,67814.32867595818
